industry,sector,CIN
21,384,L93090TN1979PLC032618
2,237,L74140GJ1991PLC016555
10,30,L24110MH1992PLC066364
17,527,L51909DL2005PLC135119
13,393,L27106GA1987PLC000764
13,506,L31102WB1976PLC030676
6,216,L51109WB1946PLC013641
6,216,L65910GJ1994PLC023742
13,183,U24110TG1991PLC013303
2,237,L67120TG1994PLC018087 
13,364,L34103DL1981PLC011375
13,506,L33100MH1988PLC046782
16,519,L65990MH1994PLC078791
17,527,L24231GJ1994PLC022153
13,444,L28129MH1992PLC065247
13,444,L74899DL1985PLC021085
12,8,L45202TN1991PLC046402
12,8,L74140GJ1982PLC005215
13,183,L99999MH1980PLC022653
16,315,L65923WB1991PLC053077
16,519,L65991PB1985PLC006414
16,519,L74910WB1994PLC064483
17,527,L29309AP1992PLC014177
27,210,L51900MH1985PLC036369
12,8,U63090TN2001PLC047432
17,527,L74900MH1985PLC035243
1,360,L15492WB1925PLC007319
16,315,U51909WB1980PLC033010
16,315,L74899DL1985PLC019988
2,237,L51433WB1984PLC038149
17,527,L17297WB1981PLC034226
13,61,L25200MH1988PLC048178
1,467,L74100DL1961PLC003413
16,315,U74999MH2004PLC144034
6,216,L67120DL1981PLC179487
13,312,L24223PB1988PLC008031
13,393,L27100GJ1990PLC014129
21,384,L18101MH1991PLC059804
17,527,U67120WB1982PLC035363
1,225,U15191UP1991PLC013336
13,183,U24110MH1988PLC049037
21,384,L17124MP1984PLC002612
16,315,L51900WB1984PLC052352
11,202,U55101MP1990PLC005675
2,237,L74140DL1984PLC019613
21,384,L18101DL1983PLC027286
17,527,L51219WB1980PLC032927
15,314,L99999MH1992PLC064993
21,50,L19129RJ1987PLC003889
13,444,L18101RJ1992PLC006952
13,379,L29120GJ1990PLC014293
27,210,L65910GJ1986PLC009088
1,360,L51909WB1960PLC024849
16,519,L65910GJ1994PLC021759
7,485,L36999DL1988PLC033670
6,216,L27109WB1995PLC073700
2,237,U65993WB1992PLC055241
2,237,L05190KA2004PLC033485
27,210,L63090WB1922PLC004577
1,360,L51109WB1998PLC087076
2,237,L65993TZ1980PLC003977
6,216,L45202WB1961PLC025181
13,379,L28999WB1943PLC133247
2,237,L99999MH1995PLC092971
21,384,L65999DL1985PLC022321
16,315,
16,315,U28112GJ2010PLC062324
9,573,L52110DL1980PLC011099
14,389,L51900MH1985PLC036518
14,389,L65993TN2002PLC065402
10,30,L74899DL1993PLC056594
13,183,L24232MP1983PLC002231
10,242,L85110TG1993PLC015481
2,237,L51102TN1982PLC009711
21,546,L74300TN1987PLC014678
13,393,L52110DL1985PLC020240
2,237,L15491WB1984PLC060595
2,237,L74899DL1985PLC019749
22,590,L01120DL1985PLC092375
2,237,L65990MH1982PLC027165
2,237,L70101DL1983PLC015425
12,8,L72200TN1999PLC042730
27,210,L51900MH1981PLC025693
1,18,L24110GJ1995PLC024052
12,8,L70100AP1987PLC007484
12,8,L72200CH1992PLC011996
2,237,L65910GJ1993PLC020699
16,519,L65910GJ1985PLC007692
13,183,L24110MH1992PLC068588
16,519,L67120GJ1994PLC022740
13,183,L24110MH1989PLC054538
12,8,L99999MH1986PLC040604
13,37,L29130PN1991PLC062352
13,37,L34300MH1977PLC019823
6,216,U45200MH2002PLC136779
2,237,L65191TN1985PLC037309
18,434,L63090MH1983PLC031418
10,30,L99999MH1967PLC013726
10,30,L74239MH1982PLC026341
13,393,L27109GJ1986PLC008770
16,519,L26933MH1985PLC037213
16,315,L65910GJ1987PLC009699
16,315,L65993WB1977PLC031201
2,237,L74140WB1983PLC035792
16,315,L67120GJ1994PLC021223
2,237,L51109WB1982PLC035596
10,30,L24111UR1986PLC015895
13,393,L74899DL1994PLC063387
16,315,L10101WB1944PLC011718
13,393,L27100MH1971PLC015144
13,604,L28910MH1977PLC019569
1,360,L15492WB1929PLC006618
13,393,L27101AP2006PLC049591
16,315,L65910GJ1984PLC007181
13,183,L24110GJ1987PLC009484
13,454,L21010MH1992PLC069527
17,527,L19129WB1991PLC051486
16,519,L51900MH1985PLC035514
13,312,L25201RJ1979PLC001879
13,393,L27204DL1991PLC046120
21,384,L18101HR1993PLC032010
13,444,L63040DL1981PLC012730
13,393,L27209DL1986PLC254555
21,384,L17110GJ1981PLC004179
13,503,L31909TG1988PLC008652 
13,506,L23100KA1986PLC008037
13,37,L72200GJ1988PLC010369
1,360,U01122MH1989PLC052598
17,527,L30007MH1992PLC068558
16,519,L32201MH1988PLC152404
2,237,L65993WB1989PLC047002
16,519,L74140MH1991PLC062925
21,384,L17124MP1991PLC006324
2,237,L65910DL1994PLC062379
21,50,L63090DL1977PLC008684
13,393,U27109AP1990PLC011353
13,444,L24111MP1984PLC002349
13,444,L02520MP1992PLC007293
1,360,L25191KL1937PLC000691
16,519,L74140DL1985PLC020648
14,389,U85110TN1989PLC062297
15,314,L13200KA1990PLC011396
16,519,U74140GJ2011PLC067491
1,225,L15140JH1989PLC003379
16,315,L70101WB1983PLC035638
17,527,U18101MH1983PLC029294
13,581,L25199TN1966PLC005397
13,390,L85110KA1990PLC011082
16,519,
1,326,L15209AP1991PLC012251
1,326,L15209PB1991PLC011622
1,326,L15201PB1973PLC003746 
16,519,U65993GJ1980PLC003730
8,49,L18109KA1989PLC049955
12,8,L72900MH2005PLC156135
12,8,L52110TG1985PLC051404
17,527,L32201MH1988PLC216905
21,384,L17119GJ1995PLC025007
13,37,L74899DL1985PLC020401
2,237,L67120DL1985PLC021349
13,364,L74899DL1992PLC050333
12,8,L30007KA1991PLC039702
12,8,L72200KA1999PLC025564
16,519,L72900GJ1981PLC004706
9,573,L36912MH1987PLC042515
12,8,L72200HR1980PLC010263
2,237,L65921WB1993PLC057502
16,519,L15142WB1974PLC029184
13,639,U99999MH1990PLC058660
13,37,L27100GJ1980PLC003643
13,506,L32300MH1981PLC023637
13,379,U27290MH1972PLC016127
17,355,L19129UP1979PLC004821
16,315,U51909DL2014PLC270810
2,237,L51900MH1985PLC035397
1,452,L15400GJ1981PLC004170
2,80,L74140PN1982PLC026933
13,393,L29220KA1985PLC007036
13,183,L24231TN1983PLC010417
21,384,L51101RJ1992PLC007111
16,315,L45209WB1983PLC035740
13,393,L51909WB1982PLC035468
2,237,L36934WB1995PLC071118
13,604,L51102TN1946PLC001473
7,485,L25190KA1964PLC052092
6,216,U70109MH2010PLC200253
17,527,L51909DL1963GOI004033
13,506,L32100GJ1995PLC024812
2,237,L45200TG1987PLC007374
21,384,L17120MH1961PLC012080
2,237,L65923WB2005PLC102803
16,315,L85993DL1982PLC013487
13,390,L26941GJ1991PLC016686
1,326,L74899HR1992PLC032998
21,384,L17124RJ1977PLC001758
16,315,L24139WB1983PLC035932
17,527,L17120MH1933PLC002031
13,506,L31300RJ1982PLC002460
13,393,L27101WB1982PLC035371
16,519,L45200MH1939PLC002958
13,393,L27109PB1973PLC003358
13,444,L24302RJ1976PLC001780
21,384,L17124RJ1976PLC001869
21,384,L17115RJ1980PLC002075
16,519,L74899DL1995PLC065153
17,527,L51909DL1985PLC022270
1,225,L15142DL1974PLC007349
13,581,L25199UP1971PLC003392
21,384,L17111UP1946PLC001428
21,384,L17111UP1983PLC006221
17,527,L51226WB1982PLC035312
1,360,L65993UP1965PLC003082
13,506,L51900MH1983PLC029783
13,581,U25110MH1939PLC002991
12,8,L14100GJ1993PLC018905
2,237,L65921WB1993PLC060697
13,393,L27200MH1962PLC012383
1,360,L17119GJ1991PLC015074
13,454,L21093DL1992PLC116600
17,527,L40108MH1990PLC058774
16,519,L65921PB1982PLC005112
15,314,L99999MH1962GOI012398
13,444,L21022TG1997PLC026542
12,8,L25200TG1985PLC005631
21,384,U18109MH2010PLC199178
16,315,L17111TZ1973PLC000663
12,8,L25209DD1994PLC001584
2,237,L65920MH1993PLC075393
17,527,L15400MH1993PLC075067
2,237,U65990MH1994PLC082399
16,519,L67120KA1992PLC013652
13,393,L27205PB1966PLC002663
13,506,L51395DL1975PLC008005
16,315,L51220DL1981PLC097635
13,393,L51103CT1982PLC009717
2,237,L74899DL1985PLC053348
13,393,L02710CT1990PLC009826
1,467,L15428CT2002PLC015040
16,519,L72900WB1974PLC029679
10,30,L24239TG1989PLC010220
1,18,L74999MH1949PLC007912
13,183,L24119PB1983PLC005279
21,50,U19119TN1992PLC022584
21,384,U51494PB2008PLC032059
2,237,L65993DL1987PLC028669
16,519,L74899DL1994PLC057941
21,384,L52322MH1995PLC090643
16,519,L67120MH1985PLC035632
10,30,L24231HP1984PLC006028
13,444,L93090TN1989PLC036273
2,237,L70109DL1986PLC025841
13,390,L26920MH1986PLC038607
16,519,L67120DL1984PLC018872
2,237,L27200MH1988PLC111703
12,8,L31909TG1999PLC032184
13,312,L51909DL1983PLC015418
2,237,L65993TN1994PLC026665
13,364,L34300DL1986PLC026431
16,315,L01132WB1874PLC000281
16,315,L67120RJ1995PLC009694
2,237,L67190MH2005PLC153397
2,237,
2,237,
2,237,
2,237,
2,237,L74899DL1930PLC000208
18,86,U35914WB1961PLC025217
1,225,L24110GJ1980PLC003681
11,202,L65921UP1991PLC013377
8,49,L15543HP1991PLC019065
27,210,L45201TZ1995PLC006511
16,315,L15531RJ1993PLC007168
2,237,L51102CT2002PLC015041
13,444,L29299PN1981PLC014082
16,315,L74899DL1989PLC036474
13,183,L24123MP1975SGC001354
2,237,L65993WB1986PLC040381
13,506,L31200MP1994PLC008359
21,546,L65999PN1993PLC014500
16,315,L30007KA1992PLC025294
13,379,L74299MH1959PLC163775
13,506,L25209MH1992PLC066635
4,476,L22122TN1970PLC005795
13,505,U29305GJ2013PLC074365
13,581,L25111TN1960PLC004306
2,237,L51109WB1983PLC036195
16,315,L74899DL1981PLC019055
13,506,L28112KA1984PLC005873
16,519,L74999MH1984PLC034746
16,519,L08032BR1992PLC004781
6,216,L70109WB1982PLC035056
2,237,L45201MP1984PLC002634
13,444,L27105BR1971PLC000891
13,393,L27109WB1968PLC027399
6,216,L40102TG2002PLC039031
4,465,L80903MH2006PLC163888
13,183,L99999MH1981PLC025567
13,444,L51900MH1985PLC037344
2,237,L65993DL1989PLC035635
16,315,L65999WB1974PLC029291
12,8,L17119GJ1994PLC021315
6,216,L45200MH1987PLC042378
13,393,L99999MH1937PLC002726
13,393,L27200MH1987PLC044407
13,454,L21012PB1975PLC003615
16,519,L65920MH1985PLC035504
13,393,L27106PB1981PLC004654
13,393,L27310PB1992PLC012160
1,360,L65921PB1994PLC014976
14,354,L92110MH1982PLC028180
21,546,U17110MH1982PLC027505
2,237,L85110KA1985PLC006666
7,42,L63090MH1917PLC007897
2,237,L51909MH2002PLC135594
13,393,L32109MH1986PLC040353
13,444,L01122DD1991PLC002959
16,176,U22219MH1990PTC059192
16,315,L65993WB1979PLC032274
13,393,L27101RJ1962PLC001519
2,237,L65990MH1982PLC026425
16,315,L67110WB1993PLC058314
16,519,L70101DL2002PLC115544
13,183,L24299PB1980PLC004147
13,604,L27109MH1995PLC084373
13,37,L34100GJ1985PLC007958
13,37,L34101HR1985PLC020934
2,237,L99999MH1986PLC040833
16,519,L65991TN1984PLC010816
16,519,L65991TN1990PLC019836
13,183,L24110MH1988PLC046899
1,225,L01110MH1991PLC064271
13,390,L26914KA1983PLC005401
2,237,L67120KL1994PLC007726
2,237,L65910KL1997PLC011300
21,384,L18101WB1993PLC060752
6,216,L45200DL2006PLC154848
21,384,L72200MH2000PLC130073
16,519,L67120DL1992PLC047890
12,8,L72200TG1995PLC022025
13,507,L51434KA1911SGC000503
13,454,L99999KA1936SGC000173
13,183,L24221KA1969PLC001799
13,230,L26913KA1937PLC000197
16,519,L72900PN1985PLC145004
21,384,L51100GJ1981PLC004285
2,237,L01132WB1918PLC003029
1,360,L24246TN1991PLC020409
1,360,U01119AP1987PLC007981 
1,18,L24219TG1986PLC016607
10,30,L24230TG1987PLC007287
13,183,L24129AP2006PLC076238
13,183,L24129TG1976PLC001983 
2,237,L65993AP1982PLC003439
5,198,L23200AP2010PLC071242 
17,527,L51491WB1981PLC034174
13,393,L40100MH1996PLC104361
16,519,L65999WB1994PLC065725
21,384,L18101WB1989PLC046387
2,237,L45202PB2006PLC029968
2,237,L74900DL1979PLC009989
21,384,L15143PB1983PLC018321
13,312,L17115PB1988PLC008820
21,384,L17115PB1980PLC004341
13,506,L31909UR1988PLC010004
1,360,L01119GJ1994PLC023336
16,315,L67120UP1992PLC014503
16,519,L67120WB1990PLC048496
20,542,L45200TG1988PLC009171
21,546,L17111GJ1984PLC045995
2,237,L65910GJ1990PLC014516
2,237,L65993DL1970PLC146414
16,315,L74899DL1994PLC060042
21,384,L85110KA1988PLC008988
1,360,L01132AS1913PLC001412
16,315,L27208DL1983PLC016364
16,315,L51909WB1983PLC035737
13,506,L85110KA1984PLC006416
13,639,L27101PB1988PLC008025
21,384,L51909GJ1994PLC022719
2,237,L67120KA1975PLC002745
17,527,U65910GJ1994PLC021165
1,467,L74899HR1991PLC032873
7,486,U74999DL1956PLC002658
1,326,L15419PB1976PLC003669
10,167,U85110KA2000PTC027497
9,573,L01222TG1992PLC014173 
17,527,L45203MP1985PLC003048
27,210,L70101TN1995PLC031532
13,183,L24231GJ1992PLC017827
13,183,L24111MP1961PLC016023
13,444,L25209GJ1992PLC017791
16,315,L65993WB1974PLC029760
16,315,L65910GJ1994PLC022240
10,30,L24230TG1981PLC003201
13,444,U17119GJ1994PLC022168
1,360,L01110MH1993PLC072842
13,454,L21100MH1975PLC018289
13,393,L27203OR1981GOI000920
13,37,U00379GA1983PLC000553
16,315,L74899DL1960GOI003335
13,37,L29130WB1946PLC013643
13,183,L74899DL1974GOI007417
13,393,L29199TZ1993PLC008034
13,444,L29199GJ1987PLC010071
13,393,L74899DL1987PLC026617
13,604,L24111TN1974PLC006819
13,183,L24299MH1954PLC009254
13,506,L25200MH1987PLC044707
13,506,L25209TN1989PLC017413
17,370,L20211AS1973PLC001856
13,393,L27109WB1962PLC025605
13,393,L27100MH1985PLC140379
13,506,U31200UP1983PLC006337
5,71,L22219UP1973PLC003659
1,360,L00153MP1990PLC006090
1,360,L24117CT1995PLC009845
10,30,L85110KA1993PLC014742
13,390,U14102KA1985PTC006999
1,225,L15140TG1971PLC001423
1,225,L01119TG1990PLC011554
13,379,L99999MH1950PLC020987
13,393,L27101TG1972PLC001549 
13,444,L25209GJ1992PLC018254
2,237,U67190MH2012PLC231304
2,237,L15431WB1979PLC032425
13,183,L24110MH1998PLC115499
13,183,U24113MH1954PLC009239
13,390,L45200GJ1992PLC017761
18,381,U63000MH2008PLC187146
17,527,L51909WB1994PLC062027
4,476,L22200MH1984PLC034055
6,482,L67120WB1980PLC032641
2,80,L51909WB1982PLC035149
16,315,L51109WB1981PLC033431
13,454,L21012AP1987PLC008023
16,315,U67120MH2007PLC175208
17,355,L19201TN1987PLC014902
16,519,L65923WB1936PLC065596
1,470,L05005TG1992PLC014678
12,8,L65993TG1994PLC017737 
6,216,L72200AP1990PLC011146
13,390,L33130AP1979PLC002521
2,237,L65921UP1985PLC007001
13,393,L51900MH1984PLC032864
2,237,L74899DL1992PLC050366
18,86,L74899DL1985PLC019748
13,390,L26942AS1985PLC002429
10,30,L24232PB1995PLC016664
15,314,L10400WB1907PLC001722
13,183,L24232OR1991PLC002861
1,360,L01117TZ1943PLC000117
11,202,L99999GJ1991PLC016386
13,390,L14219MH1988PLC179734
16,519,L65920CH1993PLC033112
16,315,L27310WB1982PLC035156
13,454,U21000MH1997PLC106295
17,527,L74899DL1995PLC066194
16,315,L67120DL1983PLC016587
27,210,L51901DL1984PLC018367
1,360,L01122TG1993PLC015987 
6,216,L51909RJ1987PLC018226
11,202,L55101DL1976PLC008285
2,237,L51109WB1983PLC036091
13,393,L27109AP1982PLC003518
12,28,L32200MH1940PLC003164
1,360,L01132KL1943PLC000782
13,444,L24132MH1985PLC223220
12,8,L65993WB1974PLC029472
21,546,L65910MH1981PLC248089
9,573,L36911MH1991PLC063357
5,198,L72200GJ1994PLC022010
8,357,U24123GJ2011PLC063940
1,360,L01409TZ1991PLC008663
13,506,L29199TZ1989PLC008664 
21,384,L17111TZ1993PLC008610
17,527,L51909WB1982PLC034494
13,393,L17100MH1946PLC004886
8,357,L15202DL1959PLC003786
12,8,L72200DL1985PLC022649
16,315,
12,8,L45200MH1984PLC034789
12,8,L72200TG1993PLC015760
12,8,L67120TG1994PLC016930
12,8,L72200GJ1994PLC021838
12,8,L15200MH1999PLC117958
2,237,L65910DL1996PLC076419
6,216,L32209DL1989PLC034797
10,30,L85195TG1984PLC004393 
1,360,L01132WB1889PLC000576
10,30,U85120DL2002PTC115652
2,237,L74140WB1971PLC195583
14,354,L92111DL1988PLC033099
13,183,L02423MP1994PLC008116
2,237,L67120WB1936PLC008762
20,542,L15421WB1933PLC023070
21,546,L74899DL1995PLC064005
16,315,L74120MH1982PLC028648
18,381,L67120WB1975PLC030153
2,237,L67120WB1982PLC035324
17,527,U74999WB2012PLC181106
27,210,L24239HR1984PLC040797
12,8,L65910DL1990PLC042372
16,176,L22100MH1981PLC024052
12,8,U92120MH2007PLC172039
16,315,L52599TN1992PLC021979
12,8,L72200GJ1992PLC017506
12,8,L72200TG1991PLC039472
13,230,L26109TN1960PLC004145
5,71,L93090TN1956GOI003507
10,179,L74140WB1994PLC065937
10,30,L24110MH1981PLC025884
17,527,L15122GJ1992PLC076277
5,71,L40101HR1975GOI032564
16,315,
13,506,L55101WB1983PLC036362
14,445,L92419WB1989PLC046487
2,237,L65910WB1984PLC037614
9,236,L36911WB1982PLC034794
16,519,L51900MH1981PLC025677 
16,315,L51909MH1985PLC138577
2,237,L65999DL1984PLC018077
2,237,
2,237,
2,237,
16,315,
2,237,
16,315,
2,237,
16,315,
2,237,
2,237,
2,237,
2,237,
2,237,
16,315,
2,237,
2,237,
2,237,
16,315,
16,315,
2,237,
27,210,
16,315,
2,237,
16,315,
16,315,
2,237,
2,237,
4,475,
2,237,
1,471,
16,315,
3,620,
2,237,
2,237,
16,315,
16,315,
2,237,
16,315,
2,237,
12,8,L67120AP1995PLC019200
16,315,L36900WB1995PLC072857
12,8,L74899DL1981PLC015865
12,8,L65993DL1992PLC048753
1,102,L01134PB1988PLC008755
13,183,L51900MH1986PLC041062
16,315,L65999DL1986PLC024493
6,216,L45201GJ1990PLC013417
13,390,L26939OR1977PLC000735
13,393,L25119AP1984PLC004719
17,370,L25209DN1985PLC000162
13,379,L27300MH1983PLC029360
8,357,L30006GJ1995PLC025631
1,360,L99999MH1975PLC018079
27,210,L74899DL1993PLC055470
16,315,L29193WB1983PLC035760
6,216,L26940MH1998PLC114307
17,527,L27106DL1985PLC021811
16,315,L25209HR1974PLC007189
13,393,L51900MH1985PLC036668
27,210,L17120MH1958PLC011045
6,216,L51109WB1983PLC036368
13,390,L26956BR1995PLC006370
16,315,L51909WB1981PLC033871
2,237,U21098MH2013PLC244963
13,393,L36939DN1989PLC000377
2,237,L52110DL1985PLC020157
13,390,L26920MH1966PLC016547
27,210,L07010KA2004PLC033412
13,393,L65990MH1982PLC028822
16,518,L29193MH1995PLC092323
17,527,U51900MH1985PLC035704
21,384,L17111RJ1992PLC006987
13,183,L24299KL1975PLC002691
17,527,L51109WB1983PLC035728
16,315,L01409WB1981PLC033998
2,237,L51900MH1985PLC037039
2,237,L99999MH1985PLC036391
21,384,L17110PN1984PLC032702
1,225,L91110GJ1987PLC009905
2,237,L17299DL1983PLC163230
15,515,L13100AP1958GOI001674
21,384,L51909DL1993PLC052741
13,138,L24292MH1982PLC026728
16,315,L17119GJ1994PLC022429
13,444,L99999MH1961PLC012003
1,360,U01110MH1994PTC075997
17,527,L32109DL1986PLC026273
10,167,L24239DL1988PLC031972
6,216,L45101UP1996PLC019759
1,360,L01132TZ1924PLC003966
1,360,L01132WB1990PLC048991
6,482,L25209WB1983PLC036991
10,30,L24230MH1990PLC058071
18,622,L51909DL1984PLC019485
16,315,L51909WB1983PLC035967
2,237,L22122AS1981PLC001884
1,360,L45400WB1983PLC035987
27,378,U72200TG2010PLC068624
6,216,U45202KA2009PTC049345
16,315,L65921PB1994PLC015365
12,22,L72200AP1998PLC029999
17,527,L67190MH1988PLC049645
6,216,U24110AP1992PLC014619
13,393,L02710CT1989PLC010052
2,237,L67120PB1994PLC015406
13,393,L26999TN1981PLC009128
17,527,L23200GJ1994PLC022009
10,30,L24200MH1947PLC006104
16,517,L51909DL1983PLC016723
13,312,L55101TG1984PLC004941
16,519,L65921WB1989PLC047091
13,454,L22210MH1993PLC133365
13,393,L74999WB1991PLC051738
13,37,L29130MH1965PLC013251
16,315,L29253MH2011PLC213963
1,360,L17120MH1946PLC005227
16,315,L65923WB1992PLC055577
16,315,
16,315,
27,210,L70109WB1991PLC053562
5,71,L40101DL1975GOI007966
12,28,L74899DL1993PLC054313
13,379,L30007TN1990PLC019969
13,312,L25209HR1951PLC001694
12,8,L74899DL1989PLC034594
21,546,L25209MH1985PLC037533
21,384,U18101HR2006PLC037533
6,216,U51311MH1995PLC017920
2,237,L65920MH1989PLC050740
21,384,L17114RJ1984PLC003023
13,183,L24230MH1990PLC055347
21,384,L18100TG1993PLC015901
17,527,L22012PB1995PLC016755
16,315,
21,546,L05005AP1992PLC013697
6,216,L51900MH1981PLC024341
14,389,L27100GJ1995PLC027638
2,237,L65910MH1980PLC022765
16,519,L51900MH1986PLC041499
21,546,L17110GJ1974PLC002498
1,225,U51909GJ1996PLC031163
6,216,L45200MH1998PLC114818
12,8,L31300TG1996PLC023119 
1,168,L15174GJ1990PLC013922
2,237,U51397UP2003PTC040893
16,594,U15549TN2005PLC057919
13,390,L26942OR1949PLC000185
13,393,L27102OR2006PLC008594
16,315,L74140WB1992PLC055931
16,519,L40100MH2003PLC138835
16,315,L67190MH1995PLC085403
12,8,L51909TN1990PLC019007
14,389,L85110KA1993PLC014731
16,315,U72300KA2008PLC045897
5,198,L74899DL1993GOI054155
13,393,L26932TG1985PLC005329 
5,198,L11101AS1959GOI001148
16,519,L74899DL1985PLC019933
2,237,L67120DL1990PLC042059
13,444,L28219HR1988PLC030347
27,210,U45201RJ1993PLC007831
16,315,L01132WB1983PLC035842
2,237,L67190MH1986PLC039575
20,539,L17110MH1987PLC045248
16,176,L65993TN1992PLC022521
16,315,L51909WB1982PLC035360
16,315,L67120WB1975PLC030101
2,237,L65990MH1984PLC033825
17,527,L15141MH1980PLC022912
6,216,L27203RJ1971PLC003414
2,237,L74899DL1993PLC055507
16,315,U27214WB1985PLC038582
17,527,L21011DL1974PLC241646
13,37,L30103HR1983PLC026142
27,210,L74899DL1989PLC035389
1,360,L01119CH1992PLC012758
12,8,L67120MH1994PLC077214
10,30,L24239DL1986PLC023980
16,315,L65999WB1980PLC032762
21,546,L51909GJ1985PLC007702
17,527,L51909GJ1994PLC023680
10,30,L24231GJ1995PLC025276
16,315,L24110MH2005PLC151589
12,8,L30006TN1992PLC022439
13,183,L24110GJ1992PLC018638
12,8,L30007MH1990PLC055256
21,384,L17100MH1987PLC042391
2,237,L74140MH2007PLC173660
9,573,L74900TN1994PLC097983
14,389,U72900TN2008PLC067982
16,519,L65910DL1990PLC040085
13,506,L32101DL1981PLC012700
20,260,L64202KA2000PLC027860
12,8,L52321TN1988PLC015370
12,8,L28920MH1991PLC062542
17,527,U27205UP2001PLC026372
16,315,L51102WB1982PLC034761
21,375,L33309PN2007PLC129597
17,527,L64200DL1993PLC054086
2,237,L65910GJ1991PLC015044
10,89,L85110KA1992PLC013223
2,237,L65910DL1991PLC043281
12,8,L72200MH1989PLC053666
27,210,L72900MH2000PLC124729
21,384,L40300MH1983PLC030872
16,315,L51109WB1984PLC038258
18,362,L99999GJ1995PLC027700
21,546,L17120MH1993PLC071068
10,30,L24222TN1992PLC022994
16,519,L18209WB1994PLC062173
12,8,L29308GJ1976PLC002889
16,176,L24220MH1965PLC013187
13,393,L28100MH1968PLC014156
13,379,L24299DL1971PLC005854
13,402,L14101UP1977PLC021546
8,49,L15520WB1960PLC024710 
13,390,U26940OR2011PLC013933
2,237,U74999MH1986PLC077608
5,71,L40108TN2006PLC061665
17,527,L27310WB1981PLC034139
13,506,L21011OR1936PLC000117
13,94,L22219MH1987PLC042083
13,390,L28113DL2010PLC210819
13,393,L27109WB1956PLC023119
21,384,U24100MH1980PLC023264
16,519,L65910GJ1994PLC022833
2,237,U65191DL1901PLC002036
13,183,L24297WB1978PLC031539
11,202,L55101TN1970PLC005897
16,519,L99999MH1943PLC003977
10,30,L24233WB1993PLC059211
16,315,L74899DL1996PLC078339
17,370,L02005MH1991PLC060686
1,452,L24294TN1987PLC014671
13,390,U26994OR1992PLC003132
13,183,U99999MH1988PLC048591
1,470,L05004OR1993PLC003373
13,393,L27203OR1986PLC001629
13,390,L26109OR1944PLC000062
15,314,L51430WB1918GOI003026
2,237,L67120WB1993PLC057677
13,393,L27102OR1979PLC000819
9,573,L74899DL1994PLC059341
12,8,L72200TG1999PLC033065
13,505,L67120WB1982PLC034468
14,118,U74899DL1995PLC069353
10,30,L24110AP1986PLC006885
21,384,L51909DL1990PLC041701
2,237,L65999DL1978PLC099476
2,237,L74140MH1982PLC027652
13,444,L24100GJ1982PLC005302
1,360,L01131KA1955PLC000812
2,237,L15319PB1979PLC012267
16,519,L24112PB1981PLC031099
13,393,L27100GJ1983PLC006037
2,237,L65910DL1983PLC016036
17,527,L30006TN1996PLC035973
1,467,L74899DL1984PLC018268
21,384,L17111PB1955PLC001884
21,384,L17111PB1982PLC005006
12,8,L17114KA2001PLC028611
13,379,U99999MH1982PTC028107
1,467,U99999MH1932PLC001865
21,546,L17119GJ1992PLC017316
1,360,L85110KA1993PLC013875
21,546,L17120MH1999PLC032256
21,384,L17112MH1980PLC023572
13,183,L24119MH1987PLC042468
14,389,U22300MH2008PLC181234
16,519,L65910GJ1989PLC012835
13,390,L14101KA1989PLC062041
13,444,L25209PN1992PLC066034
2,237,U51909WB1981PLC033353
21,546,L18101PB1993PLC013193
21,384,L17112HR1994PLC033641
27,210,L13203WB1982PLC035598
14,389,L92111TG1991PLC013222 
13,444,L17110GJ1994PLC023540
13,183,L17110GJ1994PLC023396
13,444,L25202DL1990PLC039395
13,506,L99999MH1950PLC008152
12,8,L67120DL1991PLC043677
21,384,L18101KA1994PLC016554
13,183,L24110MH1988PLC049179
2,237,L51010MH1962PLC012287
13,393,L27203TG1989PLC010409
13,393,L27310GJ1960PLC000998
2,237,L51909WB1981PLC034414
12,8,L72200AP1999PLC033131
12,8,L72200RJ1994PLC008112
13,454,L27100MH1968PLC013908
13,393,L27100GJ1993PLC019294
10,30,L24230GJ1993PLC020671
13,506,L00309KA1982PLC004960
16,519,L72200DL1984PLC017510
14,445,L55100GJ1994PLC021627
10,30,L33117PB1984PLC022350
16,315,L45202DL1985PLC019746
1,225,L23209GJ1982PLC005062
7,485,L30007TN1988PLC016184
13,506,L29142TN1982PLC009560
13,583,L31400GJ1972PLC002091
13,390,L99999GJ1979PLC003550
13,393,L27104GJ1972PLC002153
9,573,L29309WB1983PLC035968
10,30,L24232MP1989PLC005390
1,360,L01117TZ1943PLC000142
11,202,L92490TN1963PLC005048
10,30,L24232MP1983PLC002320
2,237,L67120WB1974PLC029188
2,237,L65990MH1982PLC027262
13,444,L24134TG1992PLC014419 
13,444,L55101TG2011PLC072532
2,237,L15491WB1975PLC030290
12,8,L67190MH1992PLC066856
16,315,
13,444,L17110MH1987PLC045042
13,390,L26940AP1955PLC000546
13,230,L45209MH1989PLC221005
10,30,L24231CH1996PLC017755
1,326,U15204MH1992PTC070209
2,237,L65921WB1986PLC040980
13,506,L74899DL1994PLC061295
17,527,L24240GJ1985PLC008282
2,237,L51909DL1982PLC013410
2,237,L51909WB1992PLC054737
16,315,L22200MH2006PLC160735
13,393,L27109PB1981PLC021435
1,360,L17110GJ1991PLC015254
21,384,L74999DN1993PLC000053
